0000000001,0000000000,-22224,-88872,088873,022216,-11115,011110,0,0
0000000002,0000000200,044456,-88871,088871,033329,-11115,011110,0,0
0000000003,0000000400,011094,-99982,088875,033326,-11115,011110,0,0
0000000004,0000000600,011114,-99981,077760,033326,-11115,011110,0,0
0000000005,0000000800,022214,-99982,077767,033326,-11115,011110,0,0
0000000006,0000001000,022217,-99981,066651,033326,-11115,011110,0,0
0000000007,0000001200,033327,-99981,066658,044435,-11115,011110,0,0
0000000008,0000001400,044439,-99981,055542,044435,-11115,011110,0,0
0000000009,0000001600,044435,-99981,055549,044435,-11115,011110,0,0
0000000010,0000001800,055551,-99981,044432,044435,-11115,011110,0,0
0000000011,0000002000,055544,-99981,044439,044435,-11115,011110,0,0
0000000012,0000002200,066662,-99981,033324,044435,-11115,011110,0,0
0000000013,0000002400,066656,-99981,033331,055544,-11115,011110,0,0
0000000014,0000002600,077770,-99982,022207,055544,-11115,011110,0,0
0000000015,0000002800,077768,-99980,011125,055544,-11115,011110,0,0
0000000016,0000003000,077769,-99982,011086,055544,-11115,011110,0,0
0000000017,0000003200,088880,-88872,066678,055544,-11115,011110,0,0
0000000018,0000003400,088879,-88872,-88895,055544,-11115,011110,0,0
0000000019,0000003600,088879,-88872,-66638,055544,-11115,011110,0,0
0000000020,0000003800,099991,-77763,-11117,055544,-11115,011110,0,0
0000000021,0000004000,099989,-77763,-11108,066654,-11115,011110,0,0
0000000022,0000004200,099990,-77764,-22216,066654,-11115,011110,0,0
0000000023,0000004400,099989,-66651,-33332,066654,-11115,011110,0,0
0000000024,0000004600,099990,-66657,-33325,066654,-11115,011110,0,0
0000000025,0000004800,099990,-55541,-44440,066654,-11115,011110,0,0
0000000026,0000005000,099990,-55548,-44433,066654,-11115,011110,0,0
0000000027,0000005200,099990,-44433,-55550,066654,-11115,011110,0,0
0000000028,0000005400,099990,-44437,-55543,066654,-11115,011110,0,0
0000000029,0000005600,099990,-33326,-66659,066654,-11115,011110,0,0
0000000030,0000005800,099989,-22218,-66652,066654,-11115,011110,0,0
0000000031,0000006000,099990,-22214,-77768,066654,-11115,011110,0,0
0000000032,0000006200,099989,-11111,-77762,066654,-11115,011110,0,0
0000000033,0000006400,099991,-11105,-88875,066654,-11115,011110,0,0
0000000034,0000006600,088879,-44434,-88874,066654,-11115,011110,0,0
0000000035,0000006800,088879,022212,-88873,055544,-11115,011110,0,0
0000000036,0000007000,088881,088883,-99984,055544,-11115,011110,0,0
0000000037,0000007200,077767,011096,-99982,055544,-11115,011110,0,0
0000000038,0000007400,077771,022231,-99984,055544,-11115,011110,0,0
0000000039,0000007600,066657,022209,-99983,055544,-11115,011121,0,0
0000000040,0000007800,066660,033334,-99983,055544,-11115,011099,0,0
0000000041,0000008000,066657,033326,-99983,055544,-11115,099986,0,0
0000000042,0000008200,055549,044437,-99983,055544,-11115,099964,0,0
0000000043,0000008400,044436,055547,-99983,044435,-11115,099975,0,0
0000000044,0000008600,044437,055546,-99983,044435,-11115,099975,0,0
0000000045,0000008800,033324,066658,-99983,044435,-11115,099975,0,0
0000000046,0000009000,033334,066653,-99983,044435,-11115,099964,0,0
0000000047,0000009200,022206,077766,-99983,044435,-11115,099986,0,0
0000000048,0000009400,022229,077764,-99984,033326,-11115,011099,0,0
0000000049,0000009600,011093,077764,-99982,033326,-11115,011121,0,0
0000000050,0000009800,088888,088874,-99984,033326,-11115,011110,0,0
0000000051,0000010000,022210,088874,-88873,033326,-11115,011110,0,0
0000000052,0000010200,-44444,088873,-88874,033326,-11115,011110,0,0
0000000053,0000010400,-11111,099984,-88875,022216,-11115,011110,0,0
0000000054,0000010600,-11117,099982,-77762,022216,-11115,011110,0,0
0000000055,0000010800,-22222,099983,-77768,022216,-11115,011110,0,0
0000000056,0000011000,-22225,099982,-66652,022216,-11115,011110,0,0
0000000057,0000011200,-33335,099983,-66659,022216,-11115,011110,0,0
0000000058,0000011400,-44447,099983,-55543,011107,-11115,011110,0,0
0000000059,0000011600,-44443,099983,-55550,011107,-11115,011110,0,0
0000000060,0000011800,-55559,099983,-44433,011110,-11115,011110,0,0
0000000061,0000012000,-55552,099983,-44440,011101,-11115,011110,0,0
0000000062,0000012200,-66669,099983,-33325,011116,-11115,011110,0,0
0000000063,0000012400,-66664,099982,-33332,011097,-11115,011110,0,0
0000000064,0000012600,-77778,099983,-22208,099988,-11115,011110,0,0
0000000065,0000012800,-77776,099982,-11126,088860,-11115,011110,0,0
0000000066,0000013000,-77777,099984,-11087,066657,-11115,011110,0,0
0000000067,0000013200,-88887,088873,-66679,055541,-11115,011110,0,0
0000000068,0000013400,-88887,088874,088894,044435,-11115,011110,0,0
0000000069,0000013600,-88887,088874,066637,033329,-11115,011110,0,0
0000000070,0000013800,-99999,077764,011116,022210,-11115,011110,0,0
0000000071,0000014000,-99996,077764,011107,011116,-11115,011110,0,0
0000000072,0000014200,-99998,077766,022215,011091,-11115,011110,0,0
0000000073,0000014400,-99997,066653,033331,044454,-11115,011110,0,0
0000000074,0000014600,-99998,066658,033324,-55564,-11115,011110,0,0
0000000075,0000014800,-99998,055542,044439,-33308,-11115,011110,0,0
0000000076,0000015000,-99998,055546,044436,-66655,-11115,011110,0,0
0000000077,0000015200,-99998,044434,055549,-77755,-11115,011110,0,0
0000000078,0000015400,-99998,044438,055542,-66652,-11115,011110,0,0
0000000079,0000015600,-99998,033328,066658,-55552,-11115,011110,0,0
0000000080,0000015800,-99997,022219,066651,-22208,-11115,011110,0,0
0000000081,0000016000,-99998,022219,077764,011107,-11115,011110,0,0
0000000082,0000016200,-99996,011113,077761,066666,-11115,011110,0,0
0000000083,0000016400,-99999,011107,088874,011094,-11115,011110,0,0
0000000084,0000016600,-88887,044435,088873,022226,-11115,011110,0,0
0000000085,0000016800,-88887,-22211,088872,022210,-11115,011110,0,0
0000000086,0000017000,-88888,-88881,099983,033329,-11115,011110,0,0
0000000087,0000017200,-77775,-11095,099981,055541,-11115,011110,0,0
0000000088,0000017400,-77779,-22230,099983,066657,-11115,011110,0,0
0000000089,0000017600,-66666,-22217,099982,077760,-11115,011110,0,0
0000000090,0000017800,-66667,-33332,099982,088879,-11115,011110,0,0
0000000091,0000018000,-66665,-33325,099982,011097,-11115,011110,0,0
