0000000001,0000000000,002853,-87996,085147,-03718,002437,030777,0,0
0000000002,0000000200,009128,-90805,081684,-03761,002259,036691,0,0
0000000003,0000000400,015363,-93255,077901,-03790,002072,042458,0,0
0000000004,0000000600,021542,-95339,073808,-03803,001877,048061,0,0
0000000005,0000000800,027632,-97045,069426,-03800,001674,053471,0,0
0000000006,0000001000,033615,-98369,064769,-03783,001464,058671,0,0
0000000007,0000001200,039465,-99305,059857,-03750,001249,063640,0,0
0000000008,0000001400,045159,-99848,054708,-03703,001028,068358,0,0
0000000009,0000001600,050675,-99999,049343,-03641,000803,072806,0,0
0000000010,0000001800,055991,-99753,043784,-03564,000574,076966,0,0
0000000011,0000002000,061086,-99114,038052,-03473,000344,080823,0,0
0000000012,0000002200,065939,-98084,032170,-03368,000111,084361,0,0
0000000013,0000002400,070533,-96668,026161,-03250,-00121,087565,0,0
0000000014,0000002600,074848,-94869,020048,-03118,-00354,090425,0,0
0000000015,0000002800,078868,-92696,013857,-02974,-00585,092927,0,0
0000000016,0000003000,082577,-90158,007610,-02818,-00815,095063,0,0
0000000017,0000003200,085960,-87263,001334,-02651,-01041,096823,0,0
0000000018,0000003400,089003,-84024,-04946,-02474,-01264,098201,0,0
0000000019,0000003600,091695,-80454,-11208,-02286,-01482,099192,0,0
0000000020,0000003800,094026,-76566,-17426,-02089,-01694,099792,0,0
0000000021,0000004000,095985,-72376,-23575,-01884,-01899,099998,0,0
0000000022,0000004200,097565,-67900,-29631,-01671,-02098,099808,0,0
0000000023,0000004400,098761,-63156,-35570,-01451,-02288,099226,0,0
0000000024,0000004600,099566,-58163,-41369,-01226,-02469,098250,0,0
0000000025,0000004800,099980,-52941,-47004,-00995,-02641,096888,0,0
0000000026,0000005000,099998,-47509,-52454,-00761,-02802,095143,0,0
0000000027,0000005200,099621,-41890,-57697,-00523,-02953,093023,0,0
0000000028,0000005400,098851,-36106,-62712,-00283,-03092,090535,0,0
0000000029,0000005600,097691,-30179,-67480,-00041,-03220,087690,0,0
0000000030,0000005800,096146,-24133,-71981,000200,-03334,084500,0,0
0000000031,0000006000,094221,-17992,-76199,000441,-03436,080975,0,0
0000000032,0000006200,091924,-11780,-80115,000680,-03524,077132,0,0
0000000033,0000006400,089265,-05521,-83716,000917,-03599,072983,0,0
0000000034,0000006600,086253,000758,-86986,001151,-03660,068547,0,0
0000000035,0000006800,082901,007036,-89912,001380,-03706,063840,0,0
0000000036,0000007000,079221,013285,-92484,001604,-03738,058881,0,0
0000000037,0000007200,075229,019483,-94691,001822,-03755,053690,0,0
0000000038,0000007400,070940,025603,-96524,002032,-03758,048287,0,0
0000000039,0000007600,066372,031622,-97978,002235,-03746,042694,0,0
0000000040,0000007800,061541,037517,-99042,002430,-03720,036931,0,0
0000000041,0000008000,056467,043263,-99718,002614,-03679,031024,0,0
0000000042,0000008200,051171,048839,-99999,002789,-03623,024993,0,0
0000000043,0000008400,045672,054222,-99886,002953,-03554,018864,0,0
0000000044,0000008600,039993,059391,-99378,003105,-03471,012661,0,0
0000000045,0000008800,034157,064325,-98477,003246,-03374,006408,0,0
0000000046,0000009000,028185,069006,-97188,003373,-03264,000129,0,0
0000000047,0000009200,022103,073414,-95516,003488,-03141,-06149,0,0
0000000048,0000009400,015933,077533,-93467,003589,-03007,-12404,0,0
0000000049,0000009600,009700,081345,-91049,003676,-02860,-18610,0,0
0000000050,0000009800,003429,084837,-88272,003748,-02703,-24743,0,0
0000000051,0000010000,-02854,087994,-85147,003806,-02535,-30778,0,0
0000000052,0000010200,-09128,090803,-81685,003849,-02357,-36691,0,0
0000000053,0000010400,-15365,093254,-77901,003877,-02170,-42460,0,0
0000000054,0000010600,-21542,095337,-73809,003890,-01974,-48061,0,0
0000000055,0000010800,-27633,097044,-69427,003888,-01772,-53472,0,0
0000000056,0000011000,-33616,098368,-64770,003871,-01562,-58672,0,0
0000000057,0000011200,-39466,099304,-59858,003838,-01346,-63641,0,0
0000000058,0000011400,-45160,099847,-54709,003791,-01125,-68359,0,0
0000000059,0000011600,-50676,099997,-49344,003728,-00900,-72806,0,0
0000000060,0000011800,-55992,099752,-43785,003652,-00672,-76967,0,0
0000000061,0000012000,-61087,099113,-38053,003561,-00441,-80824,0,0
0000000062,0000012200,-65940,098083,-32171,003456,-00208,-84361,0,0
0000000063,0000012400,-70534,096667,-26162,003337,000024,-87566,0,0
0000000064,0000012600,-74849,094868,-20049,003206,000257,-90426,0,0
0000000065,0000012800,-78869,092695,-13858,003062,000488,-92928,0,0
0000000066,0000013000,-82578,090157,-07611,002906,000718,-95064,0,0
0000000067,0000013200,-85961,087262,-01335,002739,000944,-96824,0,0
0000000068,0000013400,-89004,084023,004945,002561,001167,-98202,0,0
0000000069,0000013600,-91696,080453,011207,002374,001384,-99193,0,0
0000000070,0000013800,-94027,076565,017425,002177,001596,-99793,0,0
0000000071,0000014000,-95986,072375,023574,001972,001802,-99999,0,0
0000000072,0000014200,-97566,067899,029630,001759,002000,-99809,0,0
0000000073,0000014400,-98762,063155,035569,001539,002190,-99227,0,0
0000000074,0000014600,-99567,058162,041368,001314,002372,-98251,0,0
0000000075,0000014800,-99980,052940,047003,001083,002544,-96889,0,0
0000000076,0000015000,-99999,047508,052453,000848,002705,-95145,0,0
0000000077,0000015200,-99621,041889,057696,000610,002856,-93023,0,0
0000000078,0000015400,-98852,036105,062711,000370,002995,-90536,0,0
0000000079,0000015600,-97692,030178,067479,000129,003122,-87691,0,0
0000000080,0000015800,-96147,024132,071980,-00112,003237,-84501,0,0
0000000081,0000016000,-94222,017991,076198,-00353,003339,-80976,0,0
0000000082,0000016200,-91925,011779,080114,-00592,003427,-77132,0,0
0000000083,0000016400,-89266,005520,083715,-00829,003502,-72984,0,0
0000000084,0000016600,-86254,-00759,086985,-01063,003562,-68548,0,0
0000000085,0000016800,-82902,-07037,089911,-01292,003609,-63841,0,0
0000000086,0000017000,-79222,-13286,092483,-01516,003641,-58882,0,0
0000000087,0000017200,-75230,-19484,094690,-01734,003658,-53691,0,0
0000000088,0000017400,-70941,-25604,096523,-01945,003661,-48288,0,0
0000000089,0000017600,-66373,-31623,097977,-02148,003649,-42694,0,0
0000000090,0000017800,-61542,-37518,099041,-02342,003622,-36932,0,0
0000000091,0000018000,-56468,-43264,099717,-02527,003581,-31024,0,0
0000000092,0000018200,-51172,-48840,099998,-02701,003526,-24994,0,0
0000000093,0000018400,-45673,-54223,099885,-02865,003457,-18865,0,0
0000000094,0000018600,-39994,-59392,099376,-03018,003373,-12662,0,0
0000000095,0000018800,-34158,-64326,098476,-03158,003277,-06408,0,0
0000000096,0000019000,-28186,-69007,097187,-03285,003167,-00130,0,0
0000000097,0000019200,-22104,-73415,095516,-03400,003044,006148,0,0
0000000098,0000019400,-15934,-77534,093466,-03501,002909,012403,0,0
0000000099,0000019600,-09701,-81346,091048,-03588,002763,018609,0,0
0000000100,0000019800,-03430,-84838,088271,-03660,002605,024742,0,0
0000000101,0000020000,002853,-87995,085146,-03718,002437,030777,0,0
0000000102,0000020200,009127,-90804,081684,-03761,002259,036690,0,0
0000000103,0000020400,015364,-93255,077900,-03790,002072,042459,0,0
0000000104,0000020600,021541,-95338,073808,-03803,001877,048060,0,0
0000000105,0000020800,027632,-97046,069426,-03800,001674,053471,0,0
0000000106,0000021000,033615,-98369,064769,-03783,001464,058671,0,0
0000000107,0000021200,039465,-99305,059857,-03750,001249,063640,0,0
0000000108,0000021400,045159,-99848,054708,-03703,001028,068358,0,0
0000000109,0000021600,050675,-99999,049343,-03641,000803,072806,0,0
0000000110,0000021800,055991,-99753,043784,-03564,000574,076966,0,0
0000000111,0000022000,061086,-99114,038052,-03473,000344,080823,0,0
